num_rooms,m2,price,zip_code,canton_code,street,city
3.5,78,2400,5000,AG,Fröhlichstrasse,Aarau
4.5,133,2990,4153,BL,Einschlagweg,Reinach BL
5.5,155,3450,4127,BL,Hofstrasse,Birsfelden
3.5,82,1790,3612,BE,Ziegeleistrasse,Steffisburg
3.5,82,1450,4923,BE,Roggenweg,Wynau
5.5,128,2650,2072,NE,Rue du Franco-Suisse,St-Blaise
4.5,127,2550,5430,AG,Neufeldstrasse,Wettingen
5.5,220,2500,2557,BE,Hauptstrasse,Studen BE
2.5,75,1300,3612,BE,Günzenenstrasse,Steffisburg
2.5,55,1200,6533,TI,Via Mesolcina,Lumino
3.5,92,1650,3309,BE,Hauptstrasse,Kernenried
4.5,165,2700,4242,BL,Breitenbachstrasse,Laufen
5.5,113,1930,1700,FR,Route de Beaumont,Fribourg
3.0,66,1395,2000,NE,Rue de l'Evole,NeuchÃ¢tel
3.5,91,1600,1700,FR,Rue Marcello,Fribourg
2.5,59,900,6710,TI,Via Quinta,Biasca
3.5,100,1450,6512,TI,Via Olgiati,Giubiasco
4.5,110,1540,5054,AG,Hauptstrasse,Kirchleerau
1.5,30,650,3298,BE,Möösli,Oberwil b. Büren
4.5,119,1800,4716,SO,"Büelstrasse,",Welschenrohr
4.5,104,2480,3073,BE,Mattenstrasse,Gümligen
3.0,60,1350,3097,BE,Sportweg,Liebefeld
4.5,110,2330,3303,BE,Bernstrasse,Jegenstorf
2.5,71,1790,3400,BE,Thunstrasse,Burgdorf
3.5,105,2480,1832,VD,Route de Villard,Chamby
3.5,95,2520,9500,SG,Florastrasse,Wil SG
3.5,75,1250,4922,BE,Blumenstrasse,Bützberg
3.5,100,1890,3216,FR,Lindenweg,Ried b. Kerzers
3.5,81,1590,4102,BL,Ziegelweg,Binningen
3.5,80,1480,4704,BE,Oberer Sängelenweg,Niederbipp
4.0,106,1590,3186,FR,Hauptstrasse,Düdingen
3.5,65,1600,4103,BL,Rittergasse,Bottmingen
3.5,74,1680,3267,BE,Baggwilgraben,Seedorf BE
5.5,194,2650,3267,BE,Baggwilgraben,Seedorf BE
3.5,115,2750,3084,BE,Eichholzstrasse,Wabern
4.5,134,2400,3202,BE,Murtenstrasse,Frauenkappelen
4.0,130,1600,4537,BE,Baselstrasse,Wiedlisbach
3.5,89,1780,6231,LU,Dorf,Schlierbach
3.5,62,2105,4051,BS,Schnabelgasse,Basel
1.0,23,1475,8105,ZH,Feldstrasse,Regensdorf
3.0,65,1540,8404,ZH,Römerstrasse,Winterthur
4.5,120,3400,2500,BE,Schilfweg,Biel/Bienne
4.5,114,2150,3806,BE,Seestrasse,Bönigen b. Interlaken
3.5,62,1270,4800,AG,Fliederstrasse,Zofingen
4.5,100,1850,1690,FR,"Rte de Villaz,",Lussy FR
3.5,145,2690,1029,VD,Les Abreuvoirs,Villars-Ste-Croix
3.5,85,1480,2563,BE,Brünnmatten,Ipsach
2.5,80,1950,8404,ZH,Römerstrasse,Winterthur
3.5,85,1790,2502,BE,"General-Dufourstrasse,",Biel/Bienne
2.5,79,1535,6005,LU,Brünigstrasse,Luzern
3.5,95,1930,6005,LU,Brünigstrasse,Luzern
3.0,64,1190,2503,BE,Richard-La Nicca-Weg,Biel/Bienne
2.5,100,1600,8200,SH,"Mühlentalsträsschen,",Schaffhausen
2.0,48,1190,3072,BE,Schermenweg,Ostermundigen
2.5,55,1200,4703,SO,Alte Strasse,Kestenholz
5.5,145,5483,1003,VD,Place Bel-Air,Lausanne
3.5,73,1620,8645,SG,Feldeggstrasse,Jona
4.5,123,2100,3250,BE,Unterer Aareweg,Lyss
3.0,75,1400,2503,BE,Mattenstrasse,Biel/Bienne
3.5,71,1520,2560,BE,Gerberweg,Nidau
3.5,83,1990,3072,BE,Dr. Zuber-Strasse,Ostermundigen
3.5,83,1340,5607,AG,Rosenhalde,Hägglingen
4.5,85,1480,3267,BE,Tannenmatte,Seedorf BE
3.0,70,1150,1450,VD,Rue Centrale,Ste-Croix
3.5,88,1700,6105,LU,Rümligstrasse,Schachen LU
3.5,90,1450,9470,SG,Technikumstrasse,Buchs SG
2.5,90,2050,4055,BS,Allschwilerstrasse,Basel
3.5,105,1815,5708,AG,Oberdorfstrasse,Birrwil
4.5,112,1850,1713,FR,Schulhausstrasse,St. Antoni
3.5,62,1200,2502,BE,Ackerweg,Biel/Bienne
3.5,91,1690,3177,BE,Mühlestrasse,Laupen BE
3.0,70,1790,3008,BE,Effingerstrasse,Bern
4.5,85,1340,9240,SG,Obere Waldhofstrasse,Uzwil
3.5,112,1810,8374,TG,Dorfstrasse,Oberwangen TG
2.0,75,1250,4554,SO,Luzernstrasse,Etziken
4.5,117,1900,9533,SG,Landstrasse,Dietschwil
3.5,93,1690,6260,LU,Gässlistrasse,Reiden
4.0,120,1510,9554,TG,Wilerstrasse,Tägerschen
2.5,50,1590,4103,BL,Rittergasse,Bottmingen
2.5,68,1290,8280,TG,Waldheimstrasse,Kreuzlingen
3.5,105,1770,9400,SG,Im Stadtwald,Rorschach
4.5,117,2800,5022,AG,Alte Stockstrasse,Rombach
3.5,88,1770,5035,AG,Nordweg,Unterentfelden
3.5,92,1770,5035,AG,Hauptstrasse,Unterentfelden
3.5,102,2310,5035,AG,Nordweg,Unterentfelden
3.5,93,2580,4102,BL,Hauptstrasse,Binningen
3.5,96,2190,5405,AG,Pilgerstrasse,Dättwil AG
3.5,90,1300,1754,FR,Avry-Bourg,Avry-sur-Matran
4.5,112,2385,5405,AG,Pilgerstrasse,Dättwil AG
4.5,112,2260,5405,AG,Pilgerstrasse,Dättwil AG
5.5,112,2590,5405,AG,Pilgerstrasse,Dättwil AG
3.5,75,1430,3322,BE,Grubenstrasse,Urtenen-Schönbühl
3.0,66,1050,6500,TI,Via dei Gaggini,Bellinzona
1.0,24,1050,3000,BE,Nydeggstalden,Bern
3.5,85,1750,6010,LU,Kreuzstrasse,Kriens
3.5,85,1100,6830,TI,Via Lavizzari,Chiasso
3.5,85,2450,8280,TG,Hochalpstrasse,Kreuzlingen
4.5,130,1570,6260,LU,Hauptstrasse,Reiden
3.5,100,1420,3250,BE,Schachenweg,Lyss
4.5,104,1990,9621,SG,Obere Bogenstrasse,Oberhelfenschwil
5.0,118,2750,4059,BS,Gundeldingerrain,Basel
3.5,57,1370,2563,BE,Kirschbaumweg,Ipsach
1.0,55,1150,4059,BS,Gundeldingerrain,Basel
2.5,62,1490,3603,BE,Lerchenfeldstrase,Thun
3.5,89,2150,4107,BL,Lohweg,Ettingen
3.5,80,1160,9315,TG,Arbonerstrasse,Neukirch (Egnach)
2.5,50,2270,6005,LU,Geissensteinring,Luzern
1.0,18,700,3805,BE,Eyenweg,Goldswil b. Interlaken
5.5,150,1880,4629,SO,Dorfstrasse,Fulenbach
2.5,88,1580,8500,TG,Zürcherstrasse,Frauenfeld
3.0,65,1380,3053,BE,Schöneggweg,Münchenbuchsee
3.5,62,1338,3053,BE,Schöneggweg,Münchenbuchsee
2.5,55,1380,3322,BE,Holzgasse,Urtenen-Schönbühl
4.5,110,1970,9200,SG,Chellenweiherweg,Gossau SG
1.5,22,1650,1010,VD,Route de Berne,Lausanne
3.0,69,1430,4133,BL,Zehntenstrasse,Pratteln
3.0,70,1750,5313,AG,Weierstrasse,Klingnau
4.5,104,1990,9621,SG,Obere Bogenstrasse,Oberhelfenschwil
4.5,104,1970,9621,SG,Obere Bogenstrasse,Oberhelfenschwil
2.5,55,1160,3264,BE,Dotzigenstrasse,Diessbach b. Büren
5.0,107,1570,2504,BE,Länggasse,Biel/Bienne
3.5,64,1598,3122,BE,Bernstrasse,Kehrsatz
5.5,121,2060,4900,BE,Oberhardstrasse,Langenthal
4.5,100,1450,2300,NE,Rue de l'Industrie,La Chaux-de-Fonds
3.0,69,1570,4053,BS,Hochstrasse,Basel
6.5,180,2580,8548,ZH,Andelfingerstrasse,Ellikon an der Thur
3.5,71,1520,2503,BE,Ländtestrasse,Biel/Bienne
4.5,130,2270,3627,BE,Stockhornstrasse,Heimberg
4.5,108,2560,3177,BE,Krautgasse,Laupen BE
3.5,72,1880,3177,BE,Krautgasse,Laupen BE
2.5,44,1125,3177,BE,Krautgasse,Laupen BE
3.5,73,1600,3414,BE,Bahnhofstrasse,Oberburg
2.5,52,1470,3414,BE,Bahnhofstrasse,Oberburg
4.5,121,1850,2504,BE,Narzissenweg,Biel/Bienne
2.5,62,990,2540,SO,Lingerizstrasse,Grenchen
3.5,83,1490,4718,SO,Mühlefeldstrasse,Holderbank SO
2.5,96,1790,8192,ZH,Dorfstrasse,Glattfelden
3.5,75,1490,6850,TI,Via Flora Ruchat-Roncati,Mendrisio
3.5,73,1470,6850,TI,Via Flora Ruchat-Roncati,Mendrisio
3.5,75,1470,6850,TI,Via Flora Ruchat-Roncati,Mendrisio
3.5,75,1480,6850,TI,Via Flora Ruchat-Roncati,Mendrisio
3.5,75,1480,6850,TI,Via Flora Ruchat-Roncati,Mendrisio
3.5,95,1650,2545,SO,Eichholzstrasse,Selzach
4.5,107,2000,4537,BE,Sonnhalde,Wiedlisbach
2.0,48,1115,4600,SO,Solothurnerstrasse,Olten
4.5,140,2040,5637,AG,Isenbergschwil,Geltwil
4.5,101,1771,8618,ZH,Glärnischstrasse,Oetwil am See
3.5,119,1870,8353,ZH,Kellerhofstrasse,Elgg
2.5,53,1420,9240,SG,"Wohnen mit Service und Dienstleistungen, Konsumstrasse",Uzwil
2.5,54,1390,9240,SG,"Wohnen mit Service und Dienstleistungen, Konsumstrasse",Uzwil
1.5,40,1050,9240,SG,"Wohnen mit Service und Dienstleistungen, Konsumstrasse",Uzwil
4.5,120,2430,9240,SG,"Wohnen mit Service und Dienstleistungen, Konsumstrasse",Uzwil
2.5,55,1400,9240,SG,"Wohnen mit Service und Dienstleistungen, Konsumstrasse",Uzwil
2.5,80,1720,3072,BE,Grubenstrasse                     ,Ostermundigen
3.5,99,2050,3072,BE,Grubenstrasse,Ostermundigen
3.5,79,1750,3072,BE,"Besichtigungstermin Musterwohnung n. V., Grubenstrasse",Ostermundigen
1.5,40,1280,2503,BE,Mattenstrasse,Biel/Bienne
3.5,90,1200,2735,BE,Rue Aimé-Charpilloz,Bévilard
3.5,73,1550,5242,AG,Ringweg,Lupfig
3.5,80,1500,4710,SO,Dorfgässli,Balsthal
4.5,82,1810,5430,AG,Lindenstrasse,Wettingen
3.5,72,1580,5430,AG,Lindenstrasse,Wettingen
2.5,55,1180,1775,FR,Route de Grandsivaz,Mannens
4.5,105,1467,7212,GR,Kantonsstrasse,Seewis-Schmitten
2.0,55,1500,1012,VD,Av. du Temple,Lausanne
4.5,60,1280,4900,BE,Belchenstrasse,Langenthal
4.5,111,3050,3011,BE,"Hirschengraben,",Bern
2.0,50,1070,2503,BE,General-Dufour-Strasse,Biel/Bienne
4.5,107,1700,1950,VS,Rue Sainte-Marguerite,Sion
1.0,23,1240,1201,GE,Rue de Lyon,Genève
3.5,65,1500,4500,SO,"Küngoltstrasse,",Solothurn
3.5,84,1550,9008,SG,Heimatstrasse,St. Gallen
4.5,81,1680,6373,NW,Stanserstrasse,Ennetbürgen
4.0,100,2350,4800,AG,Schmiedgasse,Zofingen
3.5,97,1650,3427,BE,Landshutstrasse,Utzenstorf
3.0,75,1880,3427,BE,Landshutstrasse,Utzenstorf
5.5,102,1470,9300,SG,Bruggwiesen,Wittenbach
3.5,80,1700,4222,BL,Simmelenmattweg,Zwingen
3.5,117,1500,8355,TG,hauptstrasse,Aadorf
119.0,119,1900,3315,BE,Lindenweg,Bätterkinden
4.5,113,2280,1433,VD,Chemin des Oiseaux,Suchy
4.0,111,2530,4058,BS,Drahtzugstrasse,Basel
3.5,72,1720,4123,BL,Langenhagweg,Allschwil
3.5,86,1340,3270,BE,Leimernweg,Aarberg
4.5,98,1495,1719,FR,Halta,Zumholz
3.5,108,1490,4533,SO,Tannenstrasse,Riedholz
3.0,55,1800,6005,LU,Moosmattstrasse,Luzern
4.5,110,2500,3653,BE,Schneckenbühlstrasse,Oberhofen am Thunersee
3.5,75,1780,3097,BE,Schwarzenburgstrasse,Liebefeld
3.5,77,1250,9220,TG,Wiesenpark,Bischofszell
2.0,46,1750,8317,ZH,Huebstrasse,Tagelswangen
3.0,77,1550,4055,BS,Hegenheimerstrasse,Basel
2.5,55,1700,3014,BE,Stauffacherstrasse,Bern
3.5,90,1600,2552,BE,Byfangstrasse,Orpund
4.5,112,1990,4800,AG,Henzmannstrasse,Zofingen
2.0,80,1180,8212,SH,Schaffhauserstrasse,Neuhausen am Rheinfall
3.5,100,1600,6500,TI,Via Monte Crenone,Bellinzona
2.5,58,1100,6512,TI,Via Ressiga,Giubiasco
3.5,86,1700,1950,VS,Rue du Puits-du-Géant,Sion
5.5,140,2150,6182,LU,Schybiweg,Escholzmatt
2.5,53,1270,1950,VS,Rue du Vieux-Moulin,Sion
4.0,80,1260,4435,BL,Dorfgasse,Niederdorf
4.5,74,1490,9532,TG,Mattfeldstrasse,Rickenbach b. Wil
4.5,160,1900,9306,TG,Herrenwiese,Freidorf TG
5.5,130,3500,1226,GE,"Chemin du Bois-des-Arts,",ThÃ´nex
5.5,125,1700,3718,BE,Aussere Dorfstrasse,Kandersteg
36.0,36,783,1700,FR,Rte de Schiffenen,Fribourg
4.5,117,1650,1926,VS,Route de Saillon,Fully
3.0,62,1450,8630,ZH,Bachtelstrasse,Rüti ZH
3.5,81,1375,1950,VS,Av. Grand-Champsec,Sion
3.5,74,1495,1920,VS,Chemin du Milieu,Martigny
3.5,84,1765,4663,AG,Stampfibachstr.,Aarburg
3.5,82,1450,9000,SG,Lindenstrasse,St. Gallen
4.5,97,1750,4512,SO,Franziskanerstrasse,Bellach
6.0,182,2275,3110,BE,Finkenweg,Münsingen
3.5,92,2650,1025,VD,Route de Vallaire,St-Sulpice VD
3.5,135,2150,3178,FR,Auriedstrasse,Bösingen
3.5,85,1890,2540,SO,Bettlachstrasse,Grenchen
5.5,140,1400,2400,NE,Grand-Rue,Le Locle
3.5,66,1248,2560,BE,Beundenring,Nidau
2.5,54,1370,6020,LU,"Alpstrasse,",Emmenbrücke
3.0,62,1120,2503,BE,Mattenstrasse,Biel/Bienne
2.5,64,1580,4123,BL,Langenhagweg,Allschwil
4.5,146,1990,1890,VS,Grand-Rue No,St-Maurice
3.0,66,1460,3053,BE,Mattenstutz,Münchenbuchsee
1.0,35,1295,3011,BE,Kramgasse,Bern
3.5,92,1790,5624,AG,Mühlegasse,Bünzen
1.5,33,920,3072,BE,Grubenstrasse                     ,Ostermundigen
3.5,107,3200,3006,BE,Obstbergweg,Bern
3.0,106,4300,1205,GE,"Rue de Candolle,",Genève
4.5,105,2200,3257,BE,Wysserain,Grossaffoltern
2.0,51,1100,4900,BE,Bützbergstrasse,Langenthal
3.5,120,1590,2540,SO,Marktstrasse,Grenchen
3.5,115,1570,3270,BE,Leimernweg,Aarberg
4.5,118,1600,3415,BE,Emmenstrasse,Hasle b. Burgdorf
2.5,69,1660,9008,SG,Heiligkreuzstrasse,St. Gallen
4.5,134,3450,3008,BE,Murtenstrasse,Bern
3.5,72,2250,1004,VD,Avenue de France,Lausanne
3.5,72,1695,6004,LU,Zürichstrasse,Luzern
3.0,96,1950,4054,BS,Herrengrabenweg,Basel
1.0,25,980,4053,BS,Herrengrabenweg,Basel
3.5,75,1380,3510,BE,Thunstrasse,Konolfingen
3.5,84,2690,8953,ZH,Zürcherstrasse,Dietikon
4.5,88,1990,4102,BL,Margarethenstrasse,Binningen
1.0,20,590,9657,SG,Dorfstrasse,Unterwasser
4.0,78,1890,8820,ZH,Seestrasse,Wädenswil
4.0,147,2100,4852,AG,Rubernstrasse,Rothrist
4.5,140,2200,3123,BE,Rubigenstrasse,Belp
4.5,115,2050,3425,BE,Schwärzere,Koppigen
3.5,113,1770,4537,BE,Gerzmattstrasse,Wiedlisbach
2.5,72,1890,9008,SG,Heiligkreuzstrasse,St. Gallen
3.5,127,2390,9008,SG,Heiligkreuzstrasse,St. Gallen
100.0,100,3300,8810,ZH,Löwengasse,Horgen
4.5,133,3150,4515,SO,Kirchgasse,Oberdorf SO
2.5,85,1800,3250,BE,Bielstrasse,Lyss
3.5,97,2250,3250,BE,Bielstrasse,Lyss
1.0,30,650,2400,NE,Rue du marais,Le Locle
3.5,95,1690,8266,TG,Zelgistr.,Steckborn
2.5,62,1295,1950,VS,Avenue de Tourbillon,Sion
2.5,76,1930,5400,AG,Schartenstrasse,Baden
4.5,110,1990,3360,BE,Amelie Moser-Strasse,Herzogenbuchsee
3.5,80,1695,4466,BL,"Baumgartenweg,",Ormalingen
2.5,56,1600,3008,BE,Murtenstrasse,Bern
3.0,74,1640,2502,BE,Albrecht-Haller-Strasse,Biel/Bienne
2.0,58,1400,2502,BE,Albrecht-Haller-Strasse,Biel/Bienne
3.0,74,1710,2502,BE,Albrecht-Haller-Strasse,Biel/Bienne
2.0,58,1500,2502,BE,Albrecht-Haller-Strasse,Biel/Bienne
3.5,80,2290,1820,VD,Rue Bonivard,Veytaux
3.0,65,1248,4950,BE,Roggenweg,Huttwil
2.5,62,1700,6363,NW,Widenrain,Obbürgen
3.0,72,1520,9410,AR,Hasenbühlstrasse,Heiden
3.0,64,1460,8645,SG,St. Gallerstrasse,Jona
2.5,67,1275,4500,SO,Judengasse,Solothurn
3.0,72,1490,8733,SG,Löwenplatz,Eschenbach SG
4.0,88,1430,8733,SG,Löwenplatz,Eschenbach SG
1.0,30,600,9030,SG,Hauptstrasse,Abtwil SG
1.0,17,790,6460,UR,Schützengasse,Altdorf UR
4.5,94,2025,4415,BL,Weidmattstrasse,Lausen
4.5,114,2200,5213,AG,Dorfstrasse,Villnachern
3.5,95,1590,2502,BE,General-Dufour-Strasse,Biel/Bienne
3.5,90,880,2740,BE,Rue de l'Orgerie,Moutier
3.0,74,1770,2503,BE,Badhausstrasse,Biel/Bienne
3.5,65,1370,5242,AG,Ringweg,Lupfig
4.5,142,1690,5712,AG,Luzernerstrasse,Beinwil am See
4.5,117,2230,3065,BE,Lutertalstr.,Bolligen
3.5,140,3300,3006,BE,"Seminarstrasse,",Bern
4.0,100,1590,9000,SG,Hagenbuchstr.,St. Gallen
3.5,90,1790,8638,SG,Hubertingerstrasse,Goldingen
4.5,115,1930,3250,BE,Scheuerriedernweg,Lyss
3.5,145,2100,3250,BE,Rainweg,Lyss
2.0,40,900,8750,GL,Schiltstrasse,Glarus
3.5,65,1040,2503,BE,Mettstrasse,Biel/Bienne
3.0,60,1190,4227,SO,Breitenbachstrasse,Büsserach
4.5,111,1390,9122,SG,Sonnmattstrasse,Mogelsberg
4.5,90,1420,9000,SG,Lämmlisbrunnenstrasse,St. Gallen
4.5,104,1700,4325,AG,Wegenstetterstrasse,Schupfart
2.5,70,1600,5462,AG,Kapellenweg,Siglistorf
4.5,105,1940,6055,OW,Hostettlistrasse,Alpnach Dorf
1.5,71,1450,8280,TG,Romanshornerstrasse,Kreuzlingen
3.5,90,2080,5443,AG,Alte Bremgartenstrasse,Niederrohrdorf
3.0,65,1110,4612,SO,Fliederweg,Wangen b. Olten
4.5,141,2200,4524,SO,Gasse,Günsberg
3.5,90,1980,9000,SG,Gottfried-Kellerstrasse,St. Gallen
4.5,125,2100,4515,SO,Weissensteinstrasse,Oberdorf SO
2.5,42,1295,2503,BE,Heideweg,Biel/Bienne
3.5,70,1690,2503,BE,Heideweg,Biel/Bienne
3.5,105,1950,3400,BE,Hohengasse,Burgdorf
4.5,107,1545,4853,AG,Hauptstrasse,Murgenthal
2.5,94,1700,4624,SO,Länggasse,Härkingen
1.0,22,850,5330,AG,Quellenstrasse,Bad Zurzach
1.5,68,990,2502,BE,Winkelstrasse,Biel/Bienne
5.5,138,2200,8560,TG,Zielstrasse,Märstetten
5.5,115,1495,9428,AR,Ã„schi,Walzenhausen
2.5,48,1340,3004,BE,Tiefenaustrasse,Bern
2.0,45,940,2503,BE,Madretschstrasse,Biel/Bienne
2.5,69,1615,3054,BE,Sägestrasse,Schüpfen
2.5,84,2690,5400,AG,Bahnhofstrasse,Baden
3.5,80,1960,5304,AG,Strick,Endingen
4.5,79,1720,4410,BL,Oskar Biderstrasse,Liestal
3.5,85,1635,4410,BL,Frenkenstrasse,Liestal
3.5,85,1770,4410,BL,Frenkenstrasse,Liestal
3.5,64,1365,5012,SO,Wöschnauerstrasse,Schönenwerd
2.5,50,1100,6850,TI,"Via Giuseppe Motta,",Mendrisio
2.5,50,900,8215,SH,Neunkircherstrasse,Hallau
5.5,130,2120,9200,SG,St. Gallerstrasse,Gossau SG
3.5,84,1410,3067,BE,Bernstrasse,Boll
2.5,90,2790,5400,AG,Bahnhofstrasse,Baden
2.5,76,1620,2502,BE,Unt. Quai,Biel/Bienne
4.5,131,1610,6262,LU,Mattenweg,Langnau b. Reiden
3.5,89,1996,2558,BE,Kochermatte,Aegerten
4.0,103,1290,2540,SO,Centralstrasse,Grenchen
3.5,82,1400,3322,BE,Grubenstrasse,Urtenen-Schönbühl
4.5,85,1700,9000,SG,Engelgasse,St. Gallen
3.5,90,1200,9450,SG,Ringgasse,Altstätten SG
5.5,118,2380,3665,BE,Schmittestrasse,Wattenwil
2.5,80,1720,3072,BE,Grubenstrasse                     ,Ostermundigen
3.5,82,1400,3322,BE,Grubenstrasse,Urtenen-Schönbühl
4.5,102,2198,3015,BE,Jupiterstrasse,Bern
4.5,107,1830,2543,BE,Kändlenstrasse,Lengnau BE
3.5,73,1510,2543,BE,Kändlenstrasse,Lengnau BE
4.5,102,1910,3303,BE,Kleeweg,Jegenstorf
4.5,76,1480,3532,BE,Bahnhofstrasse,Zäziwil
5.5,147,2180,4573,SO,Schulhausstrasse,Lohn-Ammannsegg
3.5,67,1460,3075,BE,Alte Bernstrasse,Rüfenacht BE
3.5,79,1710,3098,BE,Büschiackerstrasse,Schliern b. Köniz
3.5,92,1290,2560,BE,Bielstrasse,Nidau
3.5,94,1990,3072,BE,Grubenstrasse,Ostermundigen
3.0,60,1010,4710,SO,Landschreiberstrasse,Balsthal
3.0,68,1420,4600,SO,Amthausquai,Olten
3.5,118,1620,4612,SO,Am Kreuzbach,Wangen b. Olten
3.0,60,1210,3665,BE,Gartenweg,Wattenwil
3.5,75,1750,8909,ZH,Hofibachstrasse,Zwillikon
3.0,55,1835,1202,GE,Rue Pestalozzi,Genève
3.5,85,1675,3052,BE,Meienstrasse,Zollikofen
3.5,83,1410,3322,BE,Dorniackerstrasse ,Urtenen-Schönbühl
4.5,82,1090,6162,LU,Hofmatte,Entlebuch
4.5,113,2290,9000,SG,Folchartstrasse,St. Gallen
3.0,70,1240,2503,BE,Mattenstrasse,Biel/Bienne
4.5,110,1420,1742,FR,Route d'Estavayer-le-Gibloux,Autigny
3.5,102,1700,3263,BE,Bielstrasse,Büetigen
4.5,90,1507,4805,AG,Glurlimattweg,Brittnau
4.5,115,2050,1700,FR,Route de villars,Fribourg
4.0,70,1080,4710,SO,Landschreiberstrasse,Balsthal
3.0,63,1020,2300,NE,Rue de la Fiaz,La Chaux-de-Fonds
3.5,60,900,2735,BE,Champ de chin,Bévilard
3.5,80,1200,9410,AR,Hinterbissaustrasse,Heiden
